icon_name,description
crop,An icon named 'crop' used in the Eraser.io interface for related functionality.
crosshair,An icon named 'crosshair' used in the Eraser.io interface for related functionality.
database,An icon named 'database' used in the Eraser.io interface for related functionality.
delete,An icon named 'delete' used in the Eraser.io interface for related functionality.
disc,An icon named 'disc' used in the Eraser.io interface for related functionality.
divide-circle,An icon named 'divide-circle' used in the Eraser.io interface for related functionality.
divide-square,An icon named 'divide-square' used in the Eraser.io interface for related functionality.
divide,An icon named 'divide' used in the Eraser.io interface for related functionality.
dollar-sign,An icon named 'dollar-sign' used in the Eraser.io interface for related functionality.
download-cloud,An icon named 'download-cloud' used in the Eraser.io interface for related functionality.
download,An icon named 'download' used in the Eraser.io interface for related functionality.
dribbble,An icon named 'dribbble' used in the Eraser.io interface for related functionality.
droplet,An icon named 'droplet' used in the Eraser.io interface for related functionality.
edit-2,An icon named 'edit-2' used in the Eraser.io interface for related functionality.
edit-3,An icon named 'edit-3' used in the Eraser.io interface for related functionality.
edit,An icon named 'edit' used in the Eraser.io interface for related functionality.
external-link,An icon named 'external-link' used in the Eraser.io interface for related functionality.
eye-off,An icon named 'eye-off' used in the Eraser.io interface for related functionality.
eye,An icon named 'eye' used in the Eraser.io interface for related functionality.
fast-forward,An icon named 'fast-forward' used in the Eraser.io interface for related functionality.
feather,An icon named 'feather' used in the Eraser.io interface for related functionality.
file-minus,An icon named 'file-minus' used in the Eraser.io interface for related functionality.
file-plus,An icon named 'file-plus' used in the Eraser.io interface for related functionality.
file-text,An icon named 'file-text' used in the Eraser.io interface for related functionality.
file,An icon named 'file' used in the Eraser.io interface for related functionality.
film,An icon named 'film' used in the Eraser.io interface for related functionality.
filter,An icon named 'filter' used in the Eraser.io interface for related functionality.
flag,An icon named 'flag' used in the Eraser.io interface for related functionality.
folder-minus,An icon named 'folder-minus' used in the Eraser.io interface for related functionality.
folder-plus,An icon named 'folder-plus' used in the Eraser.io interface for related functionality.
folder,An icon named 'folder' used in the Eraser.io interface for related functionality.
framer,An icon named 'framer' used in the Eraser.io interface for related functionality.
frown,An icon named 'frown' used in the Eraser.io interface for related functionality.
gift,An icon named 'gift' used in the Eraser.io interface for related functionality.
git-branch,An icon named 'git-branch' used in the Eraser.io interface for related functionality.
git-commit,An icon named 'git-commit' used in the Eraser.io interface for related functionality.
git-merge,An icon named 'git-merge' used in the Eraser.io interface for related functionality.
git-pull-request,An icon named 'git-pull-request' used in the Eraser.io interface for related functionality.
globe,An icon named 'globe' used in the Eraser.io interface for related functionality.
grid,An icon named 'grid' used in the Eraser.io interface for related functionality.
hard-drive,An icon named 'hard-drive' used in the Eraser.io interface for related functionality.
hash,An icon named 'hash' used in the Eraser.io interface for related functionality.
headphones,An icon named 'headphones' used in the Eraser.io interface for related functionality.
heart,An icon named 'heart' used in the Eraser.io interface for related functionality.
help-circle,An icon named 'help-circle' used in the Eraser.io interface for related functionality.
hexagon,An icon named 'hexagon' used in the Eraser.io interface for related functionality.
home,An icon named 'home' used in the Eraser.io interface for related functionality.
image,An icon named 'image' used in the Eraser.io interface for related functionality.
inbox,An icon named 'inbox' used in the Eraser.io interface for related functionality.
info,An icon named 'info' used in the Eraser.io interface for related functionality.
italic,An icon named 'italic' used in the Eraser.io interface for related functionality.
key,An icon named 'key' used in the Eraser.io interface for related functionality.
layers,An icon named 'layers' used in the Eraser.io interface for related functionality.
layout,An icon named 'layout' used in the Eraser.io interface for related functionality.
life-buoy,An icon named 'life-buoy' used in the Eraser.io interface for related functionality.
link-2,An icon named 'link-2' used in the Eraser.io interface for related functionality.
link,An icon named 'link' used in the Eraser.io interface for related functionality.
list,An icon named 'list' used in the Eraser.io interface for related functionality.
loader,An icon named 'loader' used in the Eraser.io interface for related functionality.
lock,An icon named 'lock' used in the Eraser.io interface for related functionality.
log-in,An icon named 'log-in' used in the Eraser.io interface for related functionality.
log-out,An icon named 'log-out' used in the Eraser.io interface for related functionality.
mail,An icon named 'mail' used in the Eraser.io interface for related functionality.
map-pin,An icon named 'map-pin' used in the Eraser.io interface for related functionality.
map,An icon named 'map' used in the Eraser.io interface for related functionality.
maximize-2,An icon named 'maximize-2' used in the Eraser.io interface for related functionality.
maximize,An icon named 'maximize' used in the Eraser.io interface for related functionality.
meh,An icon named 'meh' used in the Eraser.io interface for related functionality.
menu,An icon named 'menu' used in the Eraser.io interface for related functionality.
message-circle,An icon named 'message-circle' used in the Eraser.io interface for related functionality.
message-square,An icon named 'message-square' used in the Eraser.io interface for related functionality.
mic-off,An icon named 'mic-off' used in the Eraser.io interface for related functionality.
mic,An icon named 'mic' used in the Eraser.io interface for related functionality.
minimize-2,An icon named 'minimize-2' used in the Eraser.io interface for related functionality.
minimize,An icon named 'minimize' used in the Eraser.io interface for related functionality.
minus-circle,An icon named 'minus-circle' used in the Eraser.io interface for related functionality.
minus-square,An icon named 'minus-square' used in the Eraser.io interface for related functionality.
minus,An icon named 'minus' used in the Eraser.io interface for related functionality.
monitor,An icon named 'monitor' used in the Eraser.io interface for related functionality.
moon,An icon named 'moon' used in the Eraser.io interface for related functionality.
more-horizontal,An icon named 'more-horizontal' used in the Eraser.io interface for related functionality.
more-vertical,An icon named 'more-vertical' used in the Eraser.io interface for related functionality.
mouse-pointer,An icon named 'mouse-pointer' used in the Eraser.io interface for related functionality.
move,An icon named 'move' used in the Eraser.io interface for related functionality.
music,An icon named 'music' used in the Eraser.io interface for related functionality.
navigation-2,An icon named 'navigation-2' used in the Eraser.io interface for related functionality.
navigation,An icon named 'navigation' used in the Eraser.io interface for related functionality.
octagon,An icon named 'octagon' used in the Eraser.io interface for related functionality.
package,An icon named 'package' used in the Eraser.io interface for related functionality.
paperclip,An icon named 'paperclip' used in the Eraser.io interface for related functionality.
pause-circle,An icon named 'pause-circle' used in the Eraser.io interface for related functionality.
pause,An icon named 'pause' used in the Eraser.io interface for related functionality.
pen-tool,An icon named 'pen-tool' used in the Eraser.io interface for related functionality.
percent,An icon named 'percent' used in the Eraser.io interface for related functionality.
phone-call,An icon named 'phone-call' used in the Eraser.io interface for related functionality.
phone-forwarded,An icon named 'phone-forwarded' used in the Eraser.io interface for related functionality.
phone-incoming,An icon named 'phone-incoming' used in the Eraser.io interface for related functionality.
phone-missed,An icon named 'phone-missed' used in the Eraser.io interface for related functionality.
phone-off,An icon named 'phone-off' used in the Eraser.io interface for related functionality.
phone-outgoing,An icon named 'phone-outgoing' used in the Eraser.io interface for related functionality.
phone,An icon named 'phone' used in the Eraser.io interface for related functionality.
pie-chart,An icon named 'pie-chart' used in the Eraser.io interface for related functionality.
play-circle,An icon named 'play-circle' used in the Eraser.io interface for related functionality.
play,An icon named 'play' used in the Eraser.io interface for related functionality.
plus-circle,An icon named 'plus-circle' used in the Eraser.io interface for related functionality.
plus-square,An icon named 'plus-square' used in the Eraser.io interface for related functionality.
plus,An icon named 'plus' used in the Eraser.io interface for related functionality.
pocket,An icon named 'pocket' used in the Eraser.io interface for related functionality.
power,An icon named 'power' used in the Eraser.io interface for related functionality.
printer,An icon named 'printer' used in the Eraser.io interface for related functionality.
radio,An icon named 'radio' used in the Eraser.io interface for related functionality.
refresh-ccw,An icon named 'refresh-ccw' used in the Eraser.io interface for related functionality.
refresh-cw,An icon named 'refresh-cw' used in the Eraser.io interface for related functionality.
repeat,An icon named 'repeat' used in the Eraser.io interface for related functionality.
rewind,An icon named 'rewind' used in the Eraser.io interface for related functionality.
rotate-ccw,An icon named 'rotate-ccw' used in the Eraser.io interface for related functionality.
rotate-cw,An icon named 'rotate-cw' used in the Eraser.io interface for related functionality.
save,An icon named 'save' used in the Eraser.io interface for related functionality.
scissors,An icon named 'scissors' used in the Eraser.io interface for related functionality.
search,An icon named 'search' used in the Eraser.io interface for related functionality.
send,An icon named 'send' used in the Eraser.io interface for related functionality.
server,An icon named 'server' used in the Eraser.io interface for related functionality.
settings,An icon named 'settings' used in the Eraser.io interface for related functionality.
share-2,An icon named 'share-2' used in the Eraser.io interface for related functionality.
share,An icon named 'share' used in the Eraser.io interface for related functionality.
shield-off,An icon named 'shield-off' used in the Eraser.io interface for related functionality.
shield,An icon named 'shield' used in the Eraser.io interface for related functionality.
shopping-bag,An icon named 'shopping-bag' used in the Eraser.io interface for related functionality.
shopping-cart,An icon named 'shopping-cart' used in the Eraser.io interface for related functionality.
shuffle,An icon named 'shuffle' used in the Eraser.io interface for related functionality.
sidebar,An icon named 'sidebar' used in the Eraser.io interface for related functionality.
skip-back,An icon named 'skip-back' used in the Eraser.io interface for related functionality.
skip-forward,An icon named 'skip-forward' used in the Eraser.io interface for related functionality.
slash,An icon named 'slash' used in the Eraser.io interface for related functionality.
sliders,An icon named 'sliders' used in the Eraser.io interface for related functionality.
smartphone,An icon named 'smartphone' used in the Eraser.io interface for related functionality.
smile,An icon named 'smile' used in the Eraser.io interface for related functionality.
speaker,An icon named 'speaker' used in the Eraser.io interface for related functionality.
star,An icon named 'star' used in the Eraser.io interface for related functionality.
stop-circle,An icon named 'stop-circle' used in the Eraser.io interface for related functionality.
sun,An icon named 'sun' used in the Eraser.io interface for related functionality.
sunrise,An icon named 'sunrise' used in the Eraser.io interface for related functionality.
sunset,An icon named 'sunset' used in the Eraser.io interface for related functionality.
tablet,An icon named 'tablet' used in the Eraser.io interface for related functionality.
tag,An icon named 'tag' used in the Eraser.io interface for related functionality.
target,An icon named 'target' used in the Eraser.io interface for related functionality.
terminal,An icon named 'terminal' used in the Eraser.io interface for related functionality.
thermometer,An icon named 'thermometer' used in the Eraser.io interface for related functionality.
thumbs-down,An icon named 'thumbs-down' used in the Eraser.io interface for related functionality.
thumbs-up,An icon named 'thumbs-up' used in the Eraser.io interface for related functionality.
toggle-left,An icon named 'toggle-left' used in the Eraser.io interface for related functionality.
toggle-right,An icon named 'toggle-right' used in the Eraser.io interface for related functionality.
tool,An icon named 'tool' used in the Eraser.io interface for related functionality.
trash-2,An icon named 'trash-2' used in the Eraser.io interface for related functionality.
trash,An icon named 'trash' used in the Eraser.io interface for related functionality.
trello,An icon named 'trello' used in the Eraser.io interface for related functionality.
trending-down,An icon named 'trending-down' used in the Eraser.io interface for related functionality.
trending-up,An icon named 'trending-up' used in the Eraser.io interface for related functionality.
triangle,An icon named 'triangle' used in the Eraser.io interface for related functionality.
truck,An icon named 'truck' used in the Eraser.io interface for related functionality.
tv,An icon named 'tv' used in the Eraser.io interface for related functionality.
twitch,An icon named 'twitch' used in the Eraser.io interface for related functionality.
twitter,An icon named 'twitter' used in the Eraser.io interface for related functionality.
type,An icon named 'type' used in the Eraser.io interface for related functionality.
umbrella,An icon named 'umbrella' used in the Eraser.io interface for related functionality.
underline,An icon named 'underline' used in the Eraser.io interface for related functionality.
unlock,An icon named 'unlock' used in the Eraser.io interface for related functionality.
upload-cloud,An icon named 'upload-cloud' used in the Eraser.io interface for related functionality.
upload,An icon named 'upload' used in the Eraser.io interface for related functionality.
user-check,An icon named 'user-check' used in the Eraser.io interface for related functionality.
user-minus,An icon named 'user-minus' used in the Eraser.io interface for related functionality.
user-plus,An icon named 'user-plus' used in the Eraser.io interface for related functionality.
user-x,An icon named 'user-x' used in the Eraser.io interface for related functionality.
user,An icon named 'user' used in the Eraser.io interface for related functionality.
users,An icon named 'users' used in the Eraser.io interface for related functionality.
video-off,An icon named 'video-off' used in the Eraser.io interface for related functionality.
video,An icon named 'video' used in the Eraser.io interface for related functionality.
voicemail,An icon named 'voicemail' used in the Eraser.io interface for related functionality.
volume-1,An icon named 'volume-1' used in the Eraser.io interface for related functionality.
volume-2,An icon named 'volume-2' used in the Eraser.io interface for related functionality.
volume-x,An icon named 'volume-x' used in the Eraser.io interface for related functionality.
volume,An icon named 'volume' used in the Eraser.io interface for related functionality.
watch,An icon named 'watch' used in the Eraser.io interface for related functionality.
wifi-off,An icon named 'wifi-off' used in the Eraser.io interface for related functionality.
wifi,An icon named 'wifi' used in the Eraser.io interface for related functionality.
wind,An icon named 'wind' used in the Eraser.io interface for related functionality.
x-circle,An icon named 'x-circle' used in the Eraser.io interface for related functionality.
x-octagon,An icon named 'x-octagon' used in the Eraser.io interface for related functionality.
x-square,An icon named 'x-square' used in the Eraser.io interface for related functionality.
x,An icon named 'x' used in the Eraser.io interface for related functionality.
zap-off,An icon named 'zap-off' used in the Eraser.io interface for related functionality.
zap,An icon named 'zap' used in the Eraser.io interface for related functionality.
zoom-in,An icon named 'zoom-in' used in the Eraser.io interface for related functionality.
zoom-out,An icon named 'zoom-out' used in the Eraser.io interface for related functionality.
